R,G,B,H_hsv,S_hsv,V,H_hsi,S_hsi,I,Contrast,Correlation,Energy,Homogeneity,Class
188.6025390625,188.4638671875,182.271484375,39.580078125,19.3515625,190.7294921875,79.8967001920266,5.169867886860471,73.11606413398692,188.79637096774195,0.9461455530996974,0.034774573206976495,0.1412899483039384,0
168.404296875,165.1416015625,160.3154296875,20.1376953125,12.5849609375,168.4541015625,40.78038051390611,2.6662484244562688,64.55703635620915,142.2116935483871,0.6743762975320393,0.03817358110637397,0.13456187403069322,0
157.6181640625,154.611328125,153.5439453125,42.0400390625,13.44140625,159.326171875,87.56636267741928,2.6064897525633555,60.88541666666667,314.70463709677426,0.7234627661415345,0.03309001524631019,0.10693981378278933,0
189.2958984375,188.705078125,182.00390625,29.6943359375,10.486328125,189.697265625,59.800767072557335,2.5439680157975233,73.20325265522875,90.54838709677419,0.8127057295334553,0.03550477069628291,0.1683077655683942,0
212.427734375,212.87890625,202.5732421875,33.677734375,13.791015625,213.6826171875,67.20589721916855,3.378942021189639,82.07580167483661,204.53024193548384,0.6772664973938421,0.029750714845511502,0.09315177170864397,0
155.6494140625,159.0498046875,159.798828125,62.8486328125,22.3271484375,166.3173828125,125.87790415194317,5.018741634404158,62.025888480392155,170.27419354838713,0.8878950881201052,0.035554822759170164,0.16201976812366753,0
156.837890625,159.900390625,158.755859375,61.857421875,20.05078125,165.466796875,123.87393314120204,4.381019343507147,62.15609681372548,144.61088709677418,0.8981852106265344,0.035903233505056704,0.16518002910403634,0
169.2998046875,174.0673828125,166.32421875,56.25,18.5537109375,175.6279296875,112.5156358903411,3.8135168289472814,66.6263276143791,548.8034274193549,0.8879017136513918,0.026141738870745845,0.0917520119039733,0
176.7958984375,181.9921875,175.279296875,56.6533203125,12.982421875,182.7607421875,113.2511794423497,2.4552870091170806,69.81272977941177,479.4385080645162,0.8433446877335657,0.02643167460106229,0.07635988911832678,0
154.4501953125,160.318359375,157.8896484375,77.0654296875,12.6806640625,161.2021484375,154.60611849392188,2.676897509243235,61.78538602941176,139.48387096774192,0.9087505599887717,0.035425974578237054,0.15103983384103978,0
122.80078125,134.5810546875,157.134765625,105.1416015625,47.77734375,157.1689453125,210.14039917758578,12.830713589043755,54.185176674836605,291.1804435483872,0.8793343734173616,0.03063421653028779,0.13110429111268637,0
157.5576171875,164.748046875,155.6025390625,58.1494140625,17.1591796875,164.9541015625,116.01905475384132,3.4949474241484415,62.471660539215684,121.40826612903224,0.8944569750105553,0.031160446604987364,0.1283279113233394,0
142.544921875,148.9580078125,146.166015625,78.68359375,11.2958984375,149.173828125,157.22803934091732,2.3026455744806578,57.2116268382353,36.16834677419356,0.9009041053759048,0.04508201567539899,0.20424745944770345,0
131.501953125,139.0341796875,143.8359375,101.0859375,21.86328125,144.0146484375,201.87676711410992,4.701077033362367,54.1662837009804,135.27016129032262,0.9094947540250718,0.036009215926394667,0.19058789752305505,0
113.2490234375,119.2392578125,123.1865234375,78.40234375,47.3154296875,128.0234375,156.88034784002326,13.005297637860425,46.49343852124183,155.44758064516128,0.9577222940112973,0.030442880787382054,0.16149010577809736,0
167.734375,176.484375,168.85546875,65.73046875,13.8759765625,176.6181640625,131.28536365393182,2.4143189766847772,67.06852532679738,76.11189516129033,0.9288004462620897,0.033113039729146865,0.1469152582518782,0
151.53515625,158.3134765625,150.2001953125,56.2041015625,15.357421875,158.4697265625,112.55036946619319,2.944419644768809,60.13710171568627,91.80846774193549,0.9276811070467383,0.03312838049426407,0.17027802124941868,0
153.37109375,160.61328125,152.6923828125,58.3515625,15.67578125,160.8447265625,116.7907324784115,3.006554857569115,61.00349775326798,126.68346774193546,0.9128926090069819,0.03329666242926158,0.17763644937270343,0
136.322265625,141.564453125,140.421875,86.1259765625,10.646484375,142.1630859375,172.04318504021884,2.296146449055959,54.68086192810458,24.38407258064516,0.9455116901008394,0.0431117031861756,0.24041484173900152,0
134.119140625,139.5400390625,136.123046875,68.0634765625,19.3369140625,141.4501953125,136.09883226951973,4.0870101474157225,53.56630412581699,172.76310483870967,0.9048483881697605,0.03275046319504679,0.16628275458024105,0
175.306640625,163.060546875,157.9033203125,31.984375,28.205078125,175.537109375,63.80815600913411,5.234252147842527,64.87196180555556,75.74596774193547,0.9705100770503586,0.031111490649215652,0.17257504135694923,0
180.2607421875,168.2744140625,165.15625,39.5771484375,28.4501953125,181.623046875,78.58312609982579,5.717856013882326,67.14920343137256,113.79939516129033,0.9378791065301263,0.03692874815325445,0.20043201216250048,0
179.05859375,167.380859375,165.0703125,40.751953125,29.56640625,181.23828125,81.04676246409198,6.147128408555254,66.8640216503268,121.05846774193552,0.9366140424714553,0.036002160137960836,0.1842242844819765,0
175.5849609375,163.232421875,156.310546875,31.0185546875,32.5712890625,175.90234375,61.99737194453664,6.521209099542666,64.7226051879085,78.0171370967742,0.974021720317151,0.030005798520437943,0.17188760956741153,0
173.521484375,163.130859375,159.501953125,39.6396484375,41.1474609375,176.3818359375,79.65787527867442,10.715055161078086,64.85677083333333,82.57258064516128,0.9852286192417636,0.03213971485268117,0.18853872461648874,0
174.1064453125,165.609375,165.9091796875,53.5703125,42.68359375,179.177734375,107.99520064194334,12.070130786873289,66.09477124183006,107.26310483870967,0.9845649626411821,0.031111490649215652,0.16931102384661129,0
156.970703125,142.8427734375,138.6162109375,29.978515625,47.9287109375,159.744140625,59.50764481578784,11.381054568779431,57.311070261437905,94.21370967741936,0.9741442630066923,0.03504383728985624,0.1992820611542648,0
186.2900390625,175.556640625,171.275390625,40.7568359375,27.1015625,187.705078125,81.22093528452073,5.563245374913652,69.68915951797386,182.99294354838713,0.8931808883518343,0.034927653506190356,0.15448695512628452,0
177.283203125,165.455078125,160.2392578125,28.66796875,35.4013671875,178.68359375,59.403970777543776,7.74949012587448,65.74869791666667,78.31048387096774,0.9804077181096256,0.030675653336094635,0.18216307781323998,0
133.2021484375,102.63671875,93.9287109375,46.8671875,83.2529296875,134.1162109375,93.09785817218872,18.31969038259012,43.106872957516345,99.26612903225805,0.9394924686439009,0.03120932576696113,0.1418890769087947,0
127.025390625,98.0087890625,93.4658203125,44.9404296875,91.78515625,132.1826171875,89.2298436262396,20.665539545246304,41.63398692810458,104.04032258064517,0.9554708771319506,0.030384409018349875,0.15109538760136973,0
134.755859375,104.4931640625,94.80859375,46.048828125,87.986328125,136.8125,91.48670388533806,19.75851649812327,43.66766237745098,100.39112903225805,0.9563292972685278,0.03079962926905683,0.15869568474685455,0
130.4599609375,100.4521484375,93.90234375,47.3212890625,83.859375,132.5322265625,93.98486348008998,18.254664511282847,42.4594056372549,104.06451612903226,0.9386877949260439,0.031176748173774423,0.13544252973893506,0
112.662109375,88.177734375,98.734375,65.2158203125,95.228515625,128.0615234375,129.98123536644735,21.769510478566353,39.16002859477124,203.17036290322582,0.8963756758406978,0.02976778842788992,0.1445860239754979,0
126.24609375,97.6240234375,93.1474609375,50.1259765625,81.978515625,129.3798828125,99.63431985006463,17.719526375484065,41.44020629084967,144.42943548387098,0.9044376486631689,0.029921012257370632,0.1291013641801587,0
126.5830078125,97.6904296875,91.8623046875,45.7373046875,85.341796875,129.267578125,90.76393136785313,18.762749517765357,41.32493361928105,138.42741935483875,0.926991540493854,0.029259929987298375,0.125166492913565,0
186.166015625,167.197265625,148.796875,16.0419921875,52.4873046875,186.185546875,31.94296977178207,11.52478962949063,65.64185049019608,379.335685483871,0.8246733473232795,0.028261785824347147,0.11370191714550376,0
178.560546875,158.9970703125,136.2978515625,28.958984375,65.7744140625,179.728515625,58.21657236960107,15.146021732590004,61.94189133986929,228.61491935483878,0.946406663835757,0.02927728978116453,0.13733665220720448,0
183.99609375,163.62890625,143.6513671875,15.373046875,57.16796875,184.001953125,30.625624454795393,12.651811058679508,64.21913296568627,341.85483870967744,0.8390541958439419,0.027077371005167928,0.09797426613359322,0
177.02734375,159.9716796875,139.748046875,29.34765625,61.736328125,178.6220703125,58.991055111618934,14.16685244182176,62.31987847222222,306.81249999999994,0.9369362307296847,0.027981735648754055,0.11731042461189642,0
187.55859375,166.8251953125,141.54296875,19.955078125,65.03125,187.9375,40.18879701150671,14.984066228748333,64.82702716503269,272.5514112903226,0.8905794662636365,0.029844498675579565,0.12048425024229344,0
191.416015625,170.6728515625,147.8447265625,22.45703125,65.3876953125,193.7412109375,45.2131797127492,15.131391729832806,66.65798611111111,441.59173387096774,0.8015654498141683,0.02981042960205896,0.12074057943495523,0
172.8623046875,153.583984375,137.8330078125,24.7255859375,55.51953125,173.2099609375,49.274729563500244,12.213420610175566,60.690104166666664,633.069556451613,0.8491892073763453,0.025100604028203095,0.08185760188983374,0
186.17578125,165.6806640625,144.0009765625,19.1337890625,62.78125,187.4970703125,38.45596866865074,14.346953874304113,64.81796364379085,466.11391129032256,0.8139626048908075,0.029024556550177355,0.12852001881952743,0
174.654296875,157.984375,146.658203125,35.2421875,66.794921875,182.4208984375,70.75327547895856,16.401002961378293,62.65318627450981,397.6491935483871,0.9193437670115193,0.027726355926361024,0.11028734087644788,0
170.8525390625,155.8525390625,141.9931640625,43.81640625,49.3115234375,172.1181640625,87.80744293850768,10.963437519532828,61.267744076797385,474.30745967741944,0.8950144066053726,0.026955124913550284,0.09375306151089649,0
163.263671875,148.470703125,142.7314453125,27.1669921875,61.09375,172.57421875,54.24505650183001,14.128752801898663,59.40729677287581,792.0504032258063,0.8390256445121853,0.02546236076676429,0.08300871198201094,0
177.95703125,160.537109375,145.73828125,29.333984375,70.5029296875,186.5146484375,58.98352744746759,16.916498871744963,63.298355800653596,478.5403225806451,0.8680832651537259,0.02927728978116453,0.1321116083177973,0
145.5361328125,136.0,136.1884765625,67.125,53.08984375,155.2802734375,134.42984285169433,12.993025404805001,54.60452410130719,599.3729838709678,0.9060365934269285,0.02524190327731636,0.08462024617120331,0
175.0380859375,156.1982421875,137.353515625,26.3271484375,60.4130859375,176.109375,52.68328963152793,13.626897153298096,61.25357434640523,553.7278225806451,0.8547764661175503,0.02591725833101299,0.07763588748730844,0
182.34375,161.8173828125,140.7412109375,16.7314453125,59.990234375,182.37109375,33.39954209454025,13.521890045368963,63.385927287581694,509.5614919354839,0.7882728730305475,0.025838721003984468,0.08994251729816795,0
142.1376953125,125.384765625,120.458984375,43.78125,41.4541015625,142.1376953125,87.17407734281622,7.72064969003823,50.71652879901961,174.98991935483872,0.9000220603573991,0.031331190056290426,0.14876172431918916,0
132.0625,114.4404296875,110.8623046875,45.6748046875,47.203125,132.67578125,90.93037733307011,8.88946609578849,46.71440972222222,187.86794354838713,0.9001740310212756,0.03205264737013034,0.16244123600721155,0
143.0634765625,126.42578125,121.1669921875,42.1962890625,41.6943359375,143.0693359375,84.00084008401294,7.811682601847621,51.06617647058823,190.2016129032258,0.9050542272101536,0.03120932576696113,0.13476738840681582,0
139.1787109375,123.177734375,120.4296875,45.8544921875,45.1083984375,141.263671875,91.23016407045174,8.891948810056178,50.037402982026144,178.36290322580646,0.9140819130156861,0.030517894159718964,0.15621873845702358,0
134.8544921875,119.458984375,118.6162109375,54.3095703125,46.9130859375,138.37890625,108.21740225253049,9.335058603436956,48.74897875816993,139.66733870967744,0.9298444333528979,0.03146873241691123,0.1560186442941168,0
135.12890625,117.5576171875,113.0615234375,39.5693359375,47.55859375,135.966796875,78.68825327667948,8.995867521555297,47.81020220588235,181.30544354838713,0.8811891945818056,0.030857314243979778,0.1423568316381027,0
141.6396484375,125.5185546875,119.8134765625,37.171875,41.47265625,141.6455078125,73.92562987012319,7.7281039922494585,50.58453329248366,230.44354838709677,0.8816053752522915,0.031054277824091456,0.1457591236768084,0
