R,H_hsv,Contrast,Correlation,Energy,Class
100.736328125,136.7216796875,162.35987903225808,0.760864372571551,0.0461182630391043,0
125.0546875,48.9287109375,64.28125,0.9492229540208468,0.0399300450006821,0
130.33203125,39.7216796875,174.1078629032258,0.9214233623675104,0.0394499837285272,0
132.638671875,38.005859375,137.46471774193552,0.9252661364939712,0.0404609520975594,0
116.947265625,66.736328125,162.4495967741936,0.9247069937588364,0.040817277905298,0
140.365234375,27.7509765625,114.10987903225804,0.9064572997102068,0.0411025867699095,0
130.8681640625,22.095703125,91.58870967741936,0.9008253187101845,0.039288659818357,0
105.44921875,129.046875,101.73790322580646,0.929547667754572,0.035839493618208,0
140.6591796875,25.8486328125,109.81653225806453,0.886657707730928,0.0399618440381346,0
118.484375,60.330078125,71.81653225806451,0.9300263153569484,0.0454076839901419,0
139.5966796875,20.466796875,103.60987903225808,0.8815593437383349,0.0385312799468072,0
130.5166015625,50.6923828125,98.491935483871,0.917667098543096,0.0420980101165748,0
129.2099609375,35.3916015625,108.79233870967742,0.9419657148681616,0.0386300529362091,0
139.962890625,27.4404296875,120.86995967741932,0.9023640102314,0.0407674551489741,0
181.04296875,25.1435546875,283.51915322580646,0.929410013583354,0.0267944231048427,0
192.2421875,30.005859375,313.82862903225805,0.9480645306866832,0.0273109217422259,0
200.1279296875,36.0224609375,242.1300403225807,0.9658185439289912,0.0323524325320185,0
203.826171875,35.419921875,250.5745967741936,0.9655040022145176,0.0337588751000813,0
197.6904296875,28.888671875,321.32862903225805,0.9429455625091756,0.0282258064516129,0
114.798828125,130.6318359375,348.7409274193549,0.837169174246681,0.0272084064037616,0
140.3203125,131.9775390625,249.2822580645162,0.9129916925758332,0.026879620213656,0
160.4423828125,123.6767578125,225.2661290322581,0.9390705719101194,0.0264892809344171,0
153.9736328125,124.177734375,236.6834677419355,0.946659144436565,0.0259955583835234,0
116.421875,133.673828125,289.8094758064516,0.826569258568449,0.0279726550917572,0
147.6123046875,125.6572265625,229.22379032258067,0.9306602285705992,0.0268228522089719,0
